specialty,sample_id,audio_tier,model,metric_source,metric_code,value,metric_name,group,output_type,lower_is_better
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,jiwer.cer(),0.16180131251414348,CER - Character Error Rate,Summary Error Rates,Percentage (%),True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,jiwer.mer(),0.27589641434262946,MER - Match Error Rate,Summary Error Rates,Percentage (%),True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,jiwer.wil(),0.42272598191270916,WIL - Word Information Lost,Summary Error Rates,Percentage (%),True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,jiwer.wip(),0.5772740180872908,WIP - Word Information Preserved,Summary Error Rates,Percentage (%),False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,result.substitutions,183.0,Substitutions,Error Type Breakdown,Integer count,True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,result.deletions,30.0,Deletions,Error Type Breakdown,Integer count,True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,result.insertions,64.0,Insertions,Error Type Breakdown,Integer count,True
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,result.hits,727.0,Hits - Correct Words,Error Type Breakdown,Integer count,False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,hits / N * 100,77.34042553191489,Word Accuracy,Derived Metrics,Percentage (%),False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,S / (S+D+I) * 100,66.06498194945848,Substitution Rate,Derived Metrics,Percentage (%),False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,D / (S+D+I) * 100,10.830324909747292,Deletion Rate,Derived Metrics,Percentage (%),False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,I / (S+D+I) * 100,23.104693140794225,Insertion Rate,Derived Metrics,Percentage (%),False
RESP,RESP_0001,hard,whisper,WHISPER_Metrics,whisper_wer,29.46808510638298,,,,True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,jiwer.wer(),0.3489208633093525,WER - Word Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,jiwer.cer(),0.15886524822695036,CER - Character Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,jiwer.mer(),0.3310580204778157,MER - Match Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,jiwer.wil(),0.4732386898613258,WIL - Word Information Lost,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,jiwer.wip(),0.5267613101386742,WIP - Word Information Preserved,Summary Error Rates,Percentage (%),False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,result.substitutions,154.0,Substitutions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,result.deletions,92.0,Deletions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,result.insertions,45.0,Insertions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,result.hits,588.0,Hits - Correct Words,Error Type Breakdown,Integer count,False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,hits / N * 100,70.50359712230215,Word Accuracy,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,S / (S+D+I) * 100,52.92096219931271,Substitution Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,D / (S+D+I) * 100,31.61512027491409,Deletion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,I / (S+D+I) * 100,15.463917525773196,Insertion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,clean,whisper,WHISPER_Metrics,whisper_wer,34.89208633093525,,,,True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,jiwer.wer(),0.3393285371702638,WER - Word Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,jiwer.cer(),0.15177304964539007,CER - Character Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,jiwer.mer(),0.3186936936936937,MER - Match Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,jiwer.wil(),0.4737663106924531,WIL - Word Information Lost,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,jiwer.wip(),0.5262336893075469,WIP - Word Information Preserved,Summary Error Rates,Percentage (%),False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,result.substitutions,175.0,Substitutions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,result.deletions,54.0,Deletions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,result.insertions,54.0,Insertions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,result.hits,605.0,Hits - Correct Words,Error Type Breakdown,Integer count,False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,hits / N * 100,72.54196642685851,Word Accuracy,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,S / (S+D+I) * 100,61.83745583038869,Substitution Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,D / (S+D+I) * 100,19.081272084805654,Deletion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,I / (S+D+I) * 100,19.081272084805654,Insertion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,med,whisper,WHISPER_Metrics,whisper_wer,33.932853717026376,,,,True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,jiwer.wer(),0.41007194244604317,WER - Word Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,jiwer.cer(),0.20307328605200944,CER - Character Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,jiwer.mer(),0.37458926615553123,MER - Match Error Rate,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,jiwer.wil(),0.5496123838256584,WIL - Word Information Lost,Summary Error Rates,Percentage (%),True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,jiwer.wip(),0.4503876161743416,WIP - Word Information Preserved,Summary Error Rates,Percentage (%),False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,result.substitutions,218.0,Substitutions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,result.deletions,45.0,Deletions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,result.insertions,79.0,Insertions,Error Type Breakdown,Integer count,True
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,result.hits,571.0,Hits - Correct Words,Error Type Breakdown,Integer count,False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,hits / N * 100,68.4652278177458,Word Accuracy,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,S / (S+D+I) * 100,63.74269005847953,Substitution Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,D / (S+D+I) * 100,13.157894736842104,Deletion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,I / (S+D+I) * 100,23.099415204678362,Insertion Rate,Derived Metrics,Percentage (%),False
TRAUMA,TRMA_0001,hard,whisper,WHISPER_Metrics,whisper_wer,41.007194244604314,,,,True
